1;2;31.81;40.00;23.40;28.18;52.72;26.50
1;2;49.31;56.27;23.40;28.18;60.00;28.18
1;2;56.81;62.72;30.00;35.45;55.90;38.40
1;2;48.86;56.81;35.90;41.36;45.00;34.31
1;2;41.90;47.59;30.09;35.54;44.90;20.68
1;2;41.90;47.59;15.68;22.04;39.54;11.54
1;2;37.72;42.18; 8.86;14.31;31.81;15.45
1;2;25.00;30.45;17.86;23.86;33.04;26.59
